term,raw_count_domain,category,bert_token_count,bert_tokens,llama4_token_count,llama4_tokens,gemma4_token_count,gemma4_tokens,openai_token_count,openai_tokens,mistral_token_count,mistral_tokens
dig,1,4,1,dig,1,dig,1,dig,1,dig,1,dig
local,3,4,1,local,1,local,1,local,1,local,1,local
force,2,4,1,force,1,force,1,force,1,force,1,force
portable,1,4,1,portable,2,port | able,1,portable,1,portable,2,port | able
centre,2,4,1,centre,1,centre,1,centre,1,centre,2,cent | re
burnt,1,4,1,burnt,2,burn | t,1,burnt,2,burn | t,2,burn | t
pointing,1,4,1,pointing,2,point | ing,1,pointing,2,point | ing,2,point | ing
repeat,1,4,1,repeat,1,repeat,1,repeat,1,repeat,1,repeat
update,1,4,1,update,1,update,1,update,1,update,1,update
edges,1,4,1,edges,1,edges,1,edges,1,edges,1,edges
longtime,1,4,1,longtime,2,long | time,2,long | time,2,long | time,2,long | time
vicinity,1,4,1,vicinity,2,vic | inity,2,vic | inity,2,vic | inity,2,vic | inity
raw,1,4,1,raw,1,raw,1,raw,1,raw,1,raw
accurate,1,4,1,accurate,2,acc | urate,1,accurate,2,accur | ate,2,accur | ate
shipping,1,4,1,shipping,1,shipping,1,shipping,1,shipping,1,shipping
thin,1,4,1,thin,1,thin,1,thin,1,thin,2,th | in
bold,1,4,1,bold,1,bold,1,bold,1,bold,1,bold
identical,1,4,1,identical,1,identical,1,identical,2,ident | ical,2,ident | ical
relevant,1,4,1,relevant,1,relevant,1,relevant,2,re | levant,2,re | levant
ride,1,4,1,ride,1,ride,1,ride,1,ride,1,ride
coal,1,4,1,coal,1,coal,1,coal,1,coal,1,coal
object,1,4,1,object,1,object,1,object,1,object,1,object
duo,1,4,1,duo,1,duo,2,du | o,2,du | o,2,du | o
conclusion,1,4,1,conclusion,2,con | clusion,1,conclusion,2,con | clusion,2,con | clusion
second,3,4,1,second,1,second,1,second,1,second,1,second
option,1,4,1,option,1,option,1,option,1,option,1,option
unusual,1,4,1,unusual,2,un | usual,2,un | usual,2,un | usual,2,un | usual
proper,1,4,1,proper,1,proper,1,proper,1,proper,2,pro | per
loan,1,4,1,loan,1,loan,1,loan,1,loan,1,loan
ward,1,4,1,ward,1,ward,1,ward,1,ward,1,ward
temporary,1,4,1,temporary,1,temporary,1,temporary,1,temporary,2,t | emporary
equal,1,4,1,equal,1,equal,1,equal,1,equal,1,equal
overview,1,4,1,overview,1,overview,1,overview,1,overview,1,overview
eye,1,4,1,eye,1,eye,1,eye,1,eye,1,eye
determined,1,4,1,determined,1,determined,1,determined,2,determ | ined,2,determ | ined
content,1,4,1,content,1,content,1,content,1,content,1,content
agreement,1,4,1,agreement,1,agreement,1,agreement,1,agreement,2,ag | reement
connected,1,4,1,connected,1,connected,1,connected,1,connected,1,connected
alternative,1,4,1,alternative,1,alternative,1,alternative,1,alternative,2,altern | ative
environment,1,4,1,environment,1,environment,1,environment,1,environment,1,environment
presence,1,4,1,presence,1,presence,1,presence,1,presence,1,presence
direction,1,4,1,direction,1,direction,1,direction,1,direction,1,direction
lack,1,4,1,lack,1,lack,1,lack,1,lack,1,lack
attempt,1,4,1,attempt,1,attempt,1,attempt,1,attempt,2,att | empt
remaining,1,4,1,remaining,1,remaining,1,remaining,1,remaining,1,remaining
self,1,4,1,self,1,self,1,self,1,self,1,self
united,2,4,1,united,2,un | ited,1,united,2,un | ited,2,un | ited
description,1,4,1,description,1,description,1,description,1,description,1,description
associated,1,4,1,associated,1,associated,1,associated,1,associated,1,associated
organization,1,4,1,organization,1,organization,1,organization,1,organization,1,organization
prior,1,4,1,prior,1,prior,1,prior,1,prior,2,p | rior
term,1,4,1,term,1,term,1,term,1,term,1,term
man,1,4,1,man,1,man,1,man,1,man,1,man
loose,499,4,1,loose,2,lo | ose,1,loose,2,lo | ose,2,lo | ose
piece,203,4,1,piece,1,piece,1,piece,1,piece,1,piece
quick,58,4,1,quick,1,quick,1,quick,1,quick,1,quick
width,43,4,1,width,1,width,1,width,1,width,1,width
note,103,4,1,note,1,note,1,note,1,note,1,note
unreadable,5,4,3,un | ##rea | ##dable,3,un | read | able,2,un | readable,3,un | read | able,3,un | read | able
broken,36,4,1,broken,1,broken,1,broken,1,broken,1,broken
missing,72,4,1,missing,1,missing,1,missing,1,missing,1,missing
correct,13,4,1,correct,1,correct,1,correct,1,correct,1,correct
incorrect,6,4,1,incorrect,1,incorrect,1,incorrect,1,incorrect,2,inc | orrect
noticed,8,4,1,noticed,2,not | iced,1,noticed,1,noticed,2,not | iced
location,29,4,1,location,1,location,1,location,1,location,1,location
visit,13,4,1,visit,1,visit,1,visit,1,visit,1,visit
addittional,1,4,3,add | ##itt | ##ional,3,add | itt | ional,3,add | itt | ional,4,add | it | tion | al,3,add | itt | ional
cunsult,1,4,3,cu | ##ns | ##ult,3,c | uns | ult,3,c | uns | ult,3,c | uns | ult,3,c | uns | ult
recomend,1,4,3,rec | ##ome | ##nd,2,re | comend,1,recomend,2,re | comend,3,re | com | end
arounfd,1,4,4,ar | ##oun | ##f | ##d,3,ar | oun | fd,3,ar | oun | fd,3,ar | oun | fd,3,ar | oun | fd
gerneral,1,4,3,ge | ##rner | ##al,3,ger | ner | al,3,ger | ner | al,3,ger | ner | al,2,gern | eral
seperate,1,4,2,sep | ##erate,3,se | per | ate,2,se | perate,2,se | perate,3,se | per | ate
side,26,4,1,side,1,side,1,side,1,side,1,side
end,44,4,1,end,1,end,1,end,1,end,1,end
actual,5,4,1,actual,1,actual,1,actual,1,actual,1,actual
total,16,4,1,total,1,total,1,total,1,total,1,total
opposite,3,4,1,opposite,2,op | posite,1,opposite,2,op | posite,2,op | posite
different,7,4,1,different,1,different,1,different,1,different,1,different
page,4,4,1,page,1,page,1,page,1,page,1,page
spry,1,4,2,sp | ##ry,2,spr | y,2,sp | ry,2,spr | y,2,spr | y
relation,2,4,1,relation,1,relation,1,relation,1,relation,1,relation
room,3,4,1,room,1,room,1,room,1,room,1,room
extra,2,4,1,extra,1,extra,1,extra,1,extra,1,extra
champion,2,4,1,champion,2,ch | ampion,1,champion,2,champ | ion,2,ch | ampion
regular,2,4,1,regular,1,regular,1,regular,1,regular,1,regular
house,3,4,1,house,1,house,1,house,1,house,1,house
mild,1,4,1,mild,2,m | ild,1,mild,2,m | ild,2,m | ild
refer,2,4,1,refer,1,refer,1,refer,1,refer,1,refer
mention,1,4,1,mention,1,mention,1,mention,1,mention,2,ment | ion
ready,1,4,1,ready,1,ready,1,ready,1,ready,1,ready
apart,1,4,1,apart,1,apart,1,apart,1,apart,1,apart
letter,1,4,1,letter,1,letter,1,letter,1,letter,1,letter
entire,1,4,1,entire,2,ent | ire,1,entire,2,ent | ire,2,ent | ire
notable,1,4,1,notable,2,not | able,2,not | able,2,not | able,2,not | able
late,1,4,1,late,1,late,1,late,1,late,1,late
following,1,4,1,following,1,following,1,following,1,following,1,following
found,1,4,1,found,1,found,1,found,1,found,1,found
serveral,26,4,2,server | ##al,2,server | al,2,server | al,2,server | al,2,server | al
picture,277,4,1,picture,1,picture,1,picture,1,picture,1,picture
low,902,4,1,low,1,low,1,low,1,low,1,low
minute,240,4,1,minute,1,minute,1,minute,1,minute,2,min | ute
punt,20,4,1,punt,1,punt,1,punt,1,punt,1,punt
right,605,4,1,right,1,right,1,right,1,right,1,right
thanone,2,4,2,than | ##one,2,than | one,2,than | one,2,than | one,2,than | one
photo,52,4,1,photo,1,photo,1,photo,1,photo,1,photo
customer,23,4,1,customer,1,customer,1,customer,1,customer,1,customer
wrong,32,4,1,wrong,1,wrong,1,wrong,1,wrong,1,wrong
small,563,4,1,small,1,small,1,small,1,small,1,small
gereral,2,4,3,ge | ##rera | ##l,2,ger | eral,2,ger | eral,2,ger | eral,2,ger | eral
high,683,4,1,high,1,high,1,high,1,high,1,high
left,257,4,1,left,1,left,1,left,1,left,1,left
deep,33,4,1,deep,1,deep,1,deep,1,deep,1,deep
dusty,5,4,1,dusty,2,d | usty,2,dust | y,2,dust | y,3,d | ust | y
general,200,4,1,general,1,general,1,general,1,general,1,general
send,13,4,1,send,1,send,1,send,1,send,1,send
reason,21,4,1,reason,1,reason,1,reason,1,reason,1,reason
smal,2,4,2,sm | ##al,2,sm | al,2,sm | al,2,sm | al,2,s | mal
missin,2,4,2,miss | ##in,2,miss | in,2,miss | in,2,miss | in,2,miss | in
possible,35,4,1,possible,1,possible,1,possible,1,possible,1,possible
extern,2,4,2,ex | ##tern,1,extern,1,extern,1,extern,1,extern
witch,6,4,1,witch,1,witch,1,witch,1,witch,1,witch
unknown,22,4,1,unknown,1,unknown,1,unknown,1,unknown,1,unknown
dust,6,4,1,dust,2,d | ust,1,dust,1,dust,2,d | ust
text,15,4,1,text,1,text,1,text,1,text,1,text
impossible,7,4,1,impossible,2,im | possible,1,impossible,2,im | possible,2,im | possible
large,53,4,1,large,1,large,1,large,1,large,1,large
department,36,4,1,department,1,department,1,department,1,department,1,department
red,28,4,1,red,1,red,1,red,1,red,1,red
trust,10,4,1,trust,1,trust,1,trust,1,trust,2,tr | ust
slight,5,4,1,slight,2,sl | ight,2,sl | ight,2,sl | ight,2,s | light
multiple,17,4,1,multiple,1,multiple,1,multiple,1,multiple,1,multiple
piciture,1,4,3,pic | ##it | ##ure,2,pic | iture,3,p | icit | ure,2,pic | iture,2,pic | iture
picie,1,4,2,pic | ##ie,2,pic | ie,2,pic | ie,2,pic | ie,2,pic | ie
sevral,1,4,3,se | ##vr | ##al,2,sev | ral,2,sev | ral,2,sev | ral,2,se | vral
allowedto,1,4,2,allowed | ##to,2,allowed | to,2,allowed | to,2,allowed | to,2,allowed | to
beensent,1,4,3,been | ##sen | ##t,3,be | ens | ent,3,be | ens | ent,3,be | ens | ent,3,be | ens | ent
severalminor,1,4,3,several | ##min | ##or,3,se | veral | minor,2,several | minor,3,se | veral | minor,3,sever | al | minor
lessthen,1,4,3,less | ##the | ##n,3,les | st | hen,3,les | st | hen,3,les | st | hen,3,les | st | hen
aplicable,1,4,3,ap | ##lica | ##ble,2,aplic | able,2,aplic | able,2,ap | licable,3,ap | lic | able
foundseveral,1,4,4,found | ##se | ##vera | ##l,3,found | se | veral,2,found | several,3,found | se | veral,3,found | sever | al
chapther,1,4,3,cha | ##pt | ##her,2,chap | ther,2,chap | ther,2,chap | ther,2,chap | ther
vieuw,1,4,2,vie | ##uw,2,vie | uw,3,v | ieu | w,2,vie | uw,3,v | ieu | w
non,41,4,1,non,1,non,1,non,1,non,1,non
number,74,4,1,number,1,number,1,number,1,number,1,number
pound,4,4,1,pound,2,p | ound,1,pound,2,p | ound,2,p | ound
big,17,4,1,big,1,big,1,big,1,big,1,big
inside,12,4,1,inside,1,inside,1,inside,1,inside,1,inside
black,25,4,1,black,1,black,1,black,1,black,1,black
shortest,3,4,1,shortest,2,short | est,1,shortest,2,short | est,2,short | est
throuh,1,4,3,th | ##rou | ##h,2,thro | uh,3,th | rou | h,3,th | rou | h,3,th | rou | h
waarschijnlijk,1,4,6,wa | ##ars | ##chi | ##jn | ##li | ##jk,3,wa | arsch | ijnlijk,2,wa | arschijnlijk,2,wa | arschijnlijk,2,wa | arschijnlijk
accross,1,4,2,acc | ##ross,2,acc | ross,2,acc | ross,2,acc | ross,2,acc | ross
linit,1,4,2,lin | ##it,2,l | init,2,l | init,2,l | init,2,l | init
suppy,1,4,2,su | ##ppy,2,sup | py,2,su | ppy,2,supp | y,2,supp | y
deveral,1,4,2,dev | ##eral,2,de | veral,3,de | ver | al,2,de | veral,3,de | ver | al
long,34,4,1,long,1,long,1,long,1,long,1,long
continue,8,4,1,continue,1,continue,1,continue,1,continue,1,continue
show,17,4,1,show,1,show,1,show,1,show,1,show
place,39,4,1,place,1,place,1,place,1,place,1,place
eachother,1,4,3,each | ##oth | ##er,2,each | other,2,each | other,2,each | other,2,each | other
date,10,4,1,date,1,date,1,date,1,date,1,date
info,3,4,1,info,1,info,1,info,1,info,1,info
unknow,1,4,3,un | ##k | ##now,2,unk | now,2,unk | now,2,unk | now,2,unk | now
lose,4,4,1,lose,1,lose,1,lose,1,lose,1,lose
old,19,4,1,old,1,old,1,old,1,old,1,old
white,13,4,1,white,1,white,1,white,1,white,1,white
unable,5,4,1,unable,1,unable,1,unable,1,unable,2,un | able
little,10,4,1,little,1,little,1,little,1,little,1,little
good,9,4,1,good,1,good,1,good,1,good,1,good
previous,8,4,1,previous,1,previous,1,previous,1,previous,1,previous
breading,1,4,2,bread | ##ing,2,b | reading,2,bread | ing,2,b | reading,2,b | reading
heather,2,4,1,heather,2,he | ather,2,he | ather,2,he | ather,2,he | ather
severall,1,4,2,several | ##l,2,sever | all,2,sever | all,3,se | ver | all,2,sever | all
month,5,4,1,month,1,month,1,month,1,month,1,month
half,7,4,1,half,1,half,1,half,1,half,1,half
madding,1,4,2,mad | ##ding,2,m | adding,2,m | adding,2,m | adding,2,m | adding
bothe,1,4,2,both | ##e,2,bot | he,2,bot | he,2,bot | he,2,bot | he
cust,1,4,2,cu | ##st,1,cust,1,cust,1,cust,2,c | ust
brown,4,4,1,brown,1,brown,1,brown,1,brown,2,b | rown
blue,4,4,1,blue,1,blue,1,blue,1,blue,1,blue
danger,2,4,1,danger,1,danger,1,danger,1,danger,1,danger
mail,2,4,1,mail,1,mail,1,mail,1,mail,1,mail
advice,2,4,1,advice,1,advice,1,advice,2,ad | vice,2,adv | ice
sigh,1,4,1,sigh,2,s | igh,1,sigh,2,s | igh,2,s | igh
use,6,4,1,use,1,use,1,use,1,use,1,use
water,4,4,1,water,1,water,1,water,1,water,1,water
pomp,1,4,2,po | ##mp,2,p | omp,2,p | omp,2,p | omp,2,p | omp
great,5,4,1,great,1,great,1,great,1,great,1,great
folder,1,4,1,folder,1,folder,1,folder,1,folder,1,folder
factory,2,4,1,factory,1,factory,1,factory,1,factory,1,factory
order,5,4,1,order,1,order,1,order,1,order,1,order
staggering,1,4,1,staggering,3,st | agger | ing,3,st | agger | ing,3,st | agger | ing,3,st | agger | ing
start,3,4,1,start,1,start,1,start,1,start,1,start
new,16,4,1,new,1,new,1,new,1,new,1,new
way,4,4,1,way,1,way,1,way,1,way,1,way
middle,3,4,1,middle,1,middle,1,middle,1,middle,1,middle
amount,2,4,1,amount,1,amount,1,amount,1,amount,1,amount
look,2,4,1,look,1,look,1,look,1,look,1,look
difficult,2,4,1,difficult,2,d | ifficult,1,difficult,2,d | ifficult,2,diff | icult
rave,1,4,1,rave,1,rave,1,rave,2,r | ave,1,rave
thorn,1,4,1,thorn,1,thorn,1,thorn,1,thorn,2,th | orn
ware,1,4,1,ware,1,ware,1,ware,1,ware,1,ware
duel,1,4,1,duel,2,du | el,1,duel,2,du | el,2,du | el
bust,1,4,1,bust,2,b | ust,1,bust,2,b | ust,2,b | ust
facial,1,4,1,facial,1,facial,1,facial,2,fac | ial,2,f | acial
pour,1,4,1,pour,1,pour,1,pour,1,pour,1,pour
terrible,1,4,1,terrible,2,ter | rible,2,ter | rible,2,terr | ible,2,ter | rible
stuff,1,4,1,stuff,1,stuff,1,stuff,1,stuff,1,stuff
underneath,1,4,1,underneath,2,under | neath,2,under | neath,2,under | neath,2,under | neath
rap,1,4,1,rap,1,rap,1,rap,1,rap,1,rap
mistake,1,4,1,mistake,2,mist | ake,2,mist | ake,2,mist | ake,2,mist | ake
tiny,1,4,1,tiny,1,tiny,1,tiny,1,tiny,1,tiny
obvious,1,4,1,obvious,2,ob | vious,2,ob | vious,2,ob | vious,2,ob | vious
hat,1,4,1,hat,1,hat,1,hat,1,hat,1,hat
lie,1,4,1,lie,1,lie,1,lie,1,lie,1,lie
pain,1,4,1,pain,1,pain,1,pain,1,pain,1,pain
ask,1,4,1,ask,1,ask,1,ask,1,ask,1,ask
near,2,4,1,near,1,near,1,near,1,near,1,near
grey,1,4,1,grey,1,grey,1,grey,1,grey,1,grey
thing,1,4,1,thing,1,thing,1,thing,1,thing,1,thing
orange,1,4,1,orange,1,orange,1,orange,1,orange,1,orange
day,2,4,1,day,1,day,1,day,1,day,1,day
evening,1,4,1,evening,2,even | ing,1,evening,2,even | ing,2,even | ing
blood,1,4,1,blood,1,blood,1,blood,1,blood,2,b | lood
looking,1,4,1,looking,1,looking,1,looking,1,looking,2,lo | oking
yellow,1,4,1,yellow,1,yellow,1,yellow,1,yellow,1,yellow
begin,1,4,1,begin,1,begin,1,begin,1,begin,1,begin
situation,1,4,1,situation,2,s | ituation,1,situation,2,s | ituation,3,s | itu | ation
paper,1,4,1,paper,1,paper,1,paper,1,paper,1,paper
likely,1,4,1,likely,1,likely,1,likely,1,likely,1,likely
van,1,4,1,van,1,van,1,van,1,van,1,van
movie,1,4,1,movie,1,movie,1,movie,1,movie,1,movie
prize,1,4,1,prize,2,pri | ze,1,prize,2,pr | ize,2,pri | ze
sport,1,4,1,sport,1,sport,1,sport,1,sport,2,s | port
sent,1,4,1,sent,1,sent,1,sent,1,sent,1,sent
year,2,4,1,year,1,year,1,year,1,year,1,year
international,1,4,1,international,1,international,1,international,1,international,2,intern | ational
name,1,4,1,name,1,name,1,name,1,name,1,name
well,1,4,1,well,1,well,1,well,1,well,1,well
an,1,4,1,an,1,an,1,an,1,an,1,an
ndo,70,5,2,n | ##do,1,ndo,1,ndo,1,ndo,2,nd | o
fotobestand,10,5,5,f | ##oto | ##bes | ##tan | ##d,3,fot | ob | estand,3,fot | ob | estand,3,fot | ob | estand,4,f | ot | ob | estand
aera,34,5,2,ae | ##ra,2,a | era,2,a | era,2,a | era,2,a | era
sheat,16,5,2,shea | ##t,2,s | heat,2,she | at,2,s | heat,2,she | at
guid,21,5,2,gui | ##d,1,guid,1,guid,1,guid,1,guid
rubbe,4,5,2,rub | ##be,2,rub | be,2,rub | be,2,rub | be,2,rub | be
cracket,3,5,2,crack | ##et,2,c | racket,2,cr | acket,2,cr | acket,2,c | racket
bestand,5,5,2,best | ##and,1,bestand,1,bestand,1,bestand,2,best | and
clk,6,5,2,cl | ##k,1,clk,1,clk,1,clk,2,cl | k
unkn,3,5,3,un | ##k | ##n,2,unk | n,2,un | kn,2,unk | n,2,unk | n
etop,3,5,2,et | ##op,2,et | op,1,etop,1,etop,2,et | op
foto,8,5,2,f | ##oto,1,foto,1,foto,1,foto,2,f | oto
sterderduct,2,5,4,ste | ##rder | ##du | ##ct,3,ster | der | duct,3,ster | der | duct,3,ster | der | duct,3,ster | der | duct
devation,2,5,2,dev | ##ation,2,dev | ation,2,dev | ation,2,dev | ation,2,dev | ation
eadge,2,5,2,ea | ##dge,2,ead | ge,2,ead | ge,2,ead | ge,2,ead | ge
dirthy,2,5,2,dirt | ##hy,2,dir | thy,2,dir | thy,2,dir | thy,2,dir | thy
serverall,2,5,2,server | ##all,2,server | all,2,server | all,2,server | all,2,server | all
imact,2,5,2,im | ##act,2,im | act,2,im | act,2,im | act,2,im | act
lptacc,2,5,3,lp | ##ta | ##cc,3,l | pt | acc,3,l | pt | acc,3,l | pt | acc,3,l | pt | acc
contr,3,5,2,con | ##tr,1,contr,1,contr,1,contr,1,contr
foundin,2,5,2,found | ##in,2,found | in,2,found | in,2,found | in,2,found | in
evener,2,5,2,even | ##er,2,ev | ener,2,ev | ener,2,ev | ener,2,ev | ener
bumber,2,5,2,bum | ##ber,2,b | umber,2,b | umber,2,b | umber,2,bum | ber
thead,2,5,2,the | ##ad,1,thead,1,thead,1,thead,1,thead
harne,2,5,2,ha | ##rne,2,har | ne,2,har | ne,2,har | ne,2,har | ne
linner,2,5,2,lin | ##ner,2,lin | ner,2,lin | ner,2,lin | ner,2,lin | ner
unna,3,5,2,un | ##na,2,un | na,1,unna,1,unna,2,un | na
paly,2,5,2,pal | ##y,2,pal | y,2,p | aly,2,p | aly,2,p | aly
bld,2,5,2,b | ##ld,2,b | ld,2,b | ld,2,b | ld,2,b | ld
pre,30,5,1,pre,1,pre,1,pre,1,pre,1,pre
sing,10,5,1,sing,1,sing,1,sing,1,sing,1,sing
chanel,3,5,2,chan | ##el,2,ch | anel,2,chan | el,2,ch | anel,2,chan | el
doesn,7,5,1,doesn,2,does | n,1,doesn,2,does | n,2,does | n
unknowed,1,5,4,un | ##k | ##now | ##ed,3,unk | now | ed,3,unk | now | ed,3,unk | now | ed,3,unk | now | ed
leadingo,1,5,2,leading | ##o,2,leading | o,2,leading | o,2,leading | o,2,leading | o
sealfrom,1,5,3,seal | ##fr | ##om,3,se | al | from,2,seal | from,2,seal | from,3,se | al | from
strust,1,5,3,st | ##rus | ##t,2,str | ust,2,str | ust,2,str | ust,2,str | ust
cocing,1,5,2,co | ##cing,2,coc | ing,2,coc | ing,3,c | oc | ing,3,c | oc | ing
tupical,1,5,3,tu | ##pic | ##al,3,t | up | ical,3,t | up | ical,3,t | up | ical,3,t | up | ical
delution,1,5,2,del | ##ution,2,del | ution,2,del | ution,2,del | ution,2,del | ution
fingding,1,5,3,fin | ##g | ##ding,3,f | ing | ding,2,fing | ding,3,f | ing | ding,3,f | ing | ding
unbomded,1,5,4,un | ##bo | ##md | ##ed,3,un | bom | ded,3,un | bom | ded,3,un | bom | ded,4,un | b | om | ded
scroud,1,5,2,sc | ##roud,2,sc | roud,2,sc | roud,2,sc | roud,3,sc | ro | ud
idgoil,1,5,3,id | ##go | ##il,3,id | go | il,3,id | go | il,3,id | go | il,3,id | go | il
startre,1,5,2,start | ##re,2,start | re,2,start | re,2,start | re,2,start | re
blackanti,1,5,3,black | ##ant | ##i,2,black | anti,2,black | anti,2,black | anti,2,black | anti
anodazlyon,1,5,5,an | ##oda | ##z | ##ly | ##on,5,an | od | az | ly | on,5,an | od | az | ly | on,5,an | od | az | ly | on,5,an | od | az | ly | on
areab,1,5,2,area | ##b,2,are | ab,2,are | ab,2,are | ab,2,are | ab
blenable,1,5,3,b | ##lena | ##ble,2,bl | enable,2,bl | enable,2,bl | enable,2,bl | enable
limitacc,1,5,3,limit | ##ac | ##c,2,limit | acc,2,limit | acc,2,limit | acc,2,limit | acc
oilm,1,5,2,oil | ##m,2,o | ilm,2,oil | m,2,o | ilm,2,o | ilm
itemg,1,5,2,item | ##g,2,item | g,2,item | g,2,item | g,2,item | g
leadf,1,5,2,lead | ##f,2,lead | f,2,lead | f,2,lead | f,2,lead | f
limithpc,1,5,3,limit | ##hp | ##c,3,lim | ith | pc,3,lim | ith | pc,3,lim | ith | pc,3,lim | ith | pc
schourd,1,5,4,sc | ##ho | ##ur | ##d,2,sch | ourd,2,sch | ourd,2,sch | ourd,2,sch | ourd
areless,1,5,2,are | ##less,2,are | less,2,are | less,2,are | less,2,are | less
xmissing,1,5,3,x | ##mis | ##sing,2,x | missing,2,x | missing,2,x | missing,2,x | missing
materialo,1,5,2,material | ##o,2,material | o,2,material | o,2,material | o,2,material | o
ckrak,1,5,2,ck | ##rak,2,ck | rak,2,ck | rak,2,ck | rak,2,ck | rak
mountshave,1,5,3,mounts | ##ha | ##ve,3,mount | sh | ave,3,mount | sh | ave,3,mount | sh | ave,3,mount | sh | ave
dirtyon,1,5,2,dirty | ##on,2,dirty | on,2,dirty | on,2,dirty | on,3,dir | ty | on
exhanger,1,5,3,ex | ##hang | ##er,3,ex | h | anger,2,ex | hanger,2,ex | hanger,3,ex | h | anger
extiter,1,5,3,ex | ##tite | ##r,2,ext | iter,2,ext | iter,2,ext | iter,2,ext | iter
madealso,1,5,3,made | ##als | ##o,2,made | also,2,made | also,2,made | also,2,made | also
repairalreacy,1,5,4,repair | ##al | ##rea | ##cy,4,repair | al | re | acy,4,repair | al | re | acy,4,repair | al | re | acy,5,rep | air | al | re | acy
fileon,1,5,2,file | ##on,2,file | on,2,file | on,2,file | on,2,file | on
ignion,1,5,2,ign | ##ion,2,ign | ion,2,ign | ion,2,ign | ion,2,ign | ion
dimb,1,5,2,dim | ##b,2,d | imb,2,dim | b,2,d | imb,2,d | imb
foundon,1,5,2,found | ##on,2,found | on,2,found | on,2,found | on,2,found | on
shealt,1,5,2,shea | ##lt,2,she | alt,2,she | alt,2,she | alt,2,she | alt
grtg,1,5,3,gr | ##t | ##g,2,gr | tg,2,gr | tg,2,gr | tg,3,gr | t | g
xdent,1,5,2,x | ##dent,2,xd | ent,2,xd | ent,2,xd | ent,2,xd | ent
lnote,1,5,2,l | ##note,2,ln | ote,2,ln | ote,2,ln | ote,2,ln | ote
paintis,1,5,2,paint | ##is,2,paint | is,2,paint | is,2,paint | is,3,p | aint | is
spectical,1,5,2,spec | ##tical,2,spect | ical,2,spect | ical,2,spect | ical,3,s | pect | ical
markso,1,5,2,marks | ##o,2,mark | so,2,mark | so,2,mark | so,2,mark | so
mounto,1,5,2,mount | ##o,3,m | oun | to,2,mount | o,2,mount | o,3,m | oun | to
visial,1,5,2,vis | ##ial,2,vis | ial,2,vis | ial,2,vis | ial,2,vis | ial
bol,2,5,2,bo | ##l,1,bol,1,bol,1,bol,1,bol
condiction,1,5,3,con | ##dict | ##ion,2,cond | iction,2,cond | iction,2,cond | iction,2,cond | iction
covex,1,5,2,cove | ##x,2,cov | ex,3,c | ove | x,2,cov | ex,2,cov | ex
clok,1,5,2,cl | ##ok,2,cl | ok,2,cl | ok,2,cl | ok,2,cl | ok
onother,1,5,2,ono | ##ther,2,on | other,2,on | other,2,on | other,2,on | other
tubre,1,5,2,tub | ##re,2,t | ubre,2,t | ubre,2,t | ubre,2,t | ubre
preseved,1,5,3,pre | ##se | ##ved,3,pr | ese | ved,2,prese | ved,3,pre | se | ved,3,pr | ese | ved
apox,1,5,2,ap | ##ox,2,ap | ox,2,ap | ox,2,ap | ox,2,ap | ox
witin,1,5,2,wit | ##in,2,w | itin,2,w | itin,2,w | itin,2,w | itin
eair,1,5,2,ea | ##ir,2,e | air,2,e | air,2,e | air,2,e | air
dirth,1,5,2,dirt | ##h,2,dir | th,2,dir | th,2,dir | th,2,dir | th
sfmc,1,5,2,sf | ##mc,2,sf | mc,2,sf | mc,2,sf | mc,2,sf | mc
regul,1,5,2,reg | ##ul,1,regul,1,regul,2,reg | ul,2,reg | ul
bal,2,5,1,bal,1,bal,1,bal,1,bal,1,bal
airr,1,5,2,air | ##r,2,air | r,2,air | r,2,air | r,2,air | r
mension,1,5,2,men | ##sion,2,m | ension,2,m | ension,2,m | ension,2,m | ension
chaper,1,5,2,cha | ##per,2,ch | aper,2,ch | aper,2,ch | aper,2,ch | aper
permi,1,5,2,per | ##mi,2,per | mi,2,per | mi,2,per | mi,2,per | mi
omdat,1,5,3,om | ##da | ##t,2,om | dat,2,om | dat,2,om | dat,2,om | dat
enj,1,5,2,en | ##j,1,enj,2,en | j,1,enj,2,en | j
compl,1,5,2,com | ##pl,1,compl,1,compl,1,compl,2,com | pl
spash,1,5,2,spa | ##sh,2,sp | ash,2,sp | ash,2,sp | ash,2,sp | ash
seath,1,5,2,seat | ##h,2,se | ath,2,se | ath,2,se | ath,2,se | ath
achor,1,5,2,ac | ##hor,2,ach | or,2,ach | or,2,ach | or,2,ach | or
pece,1,5,2,pe | ##ce,2,pe | ce,2,pe | ce,2,pe | ce,2,pe | ce
raport,1,5,2,rap | ##ort,2,ra | port,2,ra | port,2,rap | ort,2,ra | port
dissol,1,5,3,di | ##sso | ##l,3,d | iss | ol,2,diss | ol,3,d | iss | ol,3,d | iss | ol
waer,1,5,2,wa | ##er,2,wa | er,2,wa | er,2,wa | er,2,wa | er
ligt,1,5,2,li | ##gt,1,ligt,1,ligt,1,ligt,1,ligt
cicle,1,5,2,ci | ##cle,2,c | icle,2,c | icle,2,c | icle,2,c | icle
erro,1,5,2,er | ##ro,1,erro,1,erro,1,erro,2,er | ro
eoo,1,5,2,e | ##oo,2,e | oo,2,e | oo,2,e | oo,2,e | oo
oct,2,5,1,oct,1,oct,1,oct,1,oct,1,oct
scv,1,5,2,sc | ##v,2,sc | v,2,sc | v,2,sc | v,2,sc | v
